# scan = 141
# date = 8/6/2018
# time = 9:10:12 AM
# proposal = 21521
# experiment = Defects, Disorder and Magnetism in Fe-Ge-Te
# experiment_number = 660
# command = scan 2theta 5 11 0.1 preset time 5
# builtin_command = scan 2theta 5 11 0.1 preset time 5
# users = Andrew May, Stuart Calder, Binod Rai
# local_contact = Stuart Calder
# scan_title = Mg-HE (Pos1), 2.41 A, op-op-21,1.5 K COOLING- short scans number 25
# monochromator =
# analyzer =
# sense = -+-
# collimation = 48-40-40-120
# samplename = Fe5GeTe2
# sampletype = powder
# samplemosaic = 30.000000
# latticeconstants = 5.000000,5.000000,5.000000,90.000000,90.000000,90.000000
# ubmatrix = 0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
# mode = 3
# ubconf = UB04Aug2018_122258PM.ini
# preset_type = normal
# preset_channel = time
# preset_value = 5.000000
# def_x = 2theta
# def_y = monitor
# col_headers =
#   Pt.     2theta       time    monitor   detector     anode1     anode2     anode3     anode4     anode5     anode6     anode7     anode8     anode9    anode10    anode11    anode12    anode13    anode14    anode15    anode16    anode17    anode18    anode19    anode20    anode21    anode22    anode23    anode24    anode25    anode26    anode27    anode28    anode29    anode30    anode31    anode32    anode33    anode34    anode35    anode36    anode37    anode38    anode39    anode40    anode41    anode42    anode43    anode44         m1       coll   smpl_stk   pgfilter     camrot  colltrans         s1        sgl        sgu slit_pre_bt slit_pre_lf slit_pre_rt slit_pre_tp        stl        stu        vti     sample       temp     temp_2
      1     5.0000      5.000   2847.000   6781.000     83.000     82.000     88.000     67.000     66.000     61.000     64.000     44.000     71.000     63.000     55.000     58.000     53.000     43.000     54.000     66.000     51.000     45.000     58.000    123.000     97.000     72.000     58.000     68.000   1008.000     63.000     49.000     64.000     60.000     48.000     54.000     69.000     54.000     47.000     61.000     51.000     56.000     94.000   2761.000     73.000     71.000    385.000     66.000     57.000     9.4500     0.0000   -60.0000     0.0000   180.0000   -80.0000   -25.0006     0.0000     0.0000    28.0000     6.5000     6.5000    28.0000     0.0000    -0.7500     1.4969     1.5113     1.5000     1.500
      2     5.1000      5.000   2758.000   5788.000     80.000     77.000     87.000     76.000     73.000     61.000     68.000     69.000     59.000     57.000     56.000     51.000     53.000     46.000     52.000     49.000     43.000     49.000     63.000    109.000     76.000     80.000     59.000     75.000    530.000     65.000     52.000     50.000     57.000     58.000     52.000     60.000     59.000     49.000     63.000     59.000     59.000    105.000   2319.000     75.000     66.000    338.000     52.000     52.000     9.4500     0.0000   -60.0000     0.0000   180.0000   -80.0000   -25.0006     0.0000     0.0000    28.0000     6.5000     6.5000    28.0000     0.0000    -0.7500     1.4966     1.5117     1.5000     1.500
      3     5.2000      5.000   2845.000   5135.000     87.000     93.000     80.000     59.000     69.000     69.000     69.000     48.000     62.000     60.000     53.000     50.000     56.000     51.000     47.000     42.000     66.000     46.000     53.000     82.000     88.000     97.000     52.000     63.000    308.000     76.000     60.000     64.000     45.000     54.000     44.000     52.000     63.000     64.000     53.000     53.000     65.000     93.000   1923.000     74.000     85.000    311.000     51.000     55.000     9.4500     0.0000   -60.0000     0.0000   180.0000   -80.0000   -25.0006     0.0000     0.0000    28.0000     6.5000     6.5000    28.0000     0.0000    -0.7500     1.4965     1.5120     1.5000     1.500
      4     5.3000      5.000   2911.000   4331.000     67.000     56.000     78.000     85.000     71.000     61.000     70.000     54.000     53.000     77.000     38.000     44.000     65.000     47.000     46.000     58.000     44.000     37.000     58.000     64.000     63.000    120.000     77.000     71.000    211.000     68.000     45.000     54.000     54.000     52.000     44.000     48.000     57.000     63.000     48.000     54.000     65.000     85.000   1379.000     81.000     63.000    232.000     64.000     60.000     9.4500     0.0000   -60.0000     0.0000   180.0000   -80.0000   -25.0006     0.0000     0.0000    28.0000     6.5000     6.5000    28.0000     0.0000    -0.7500     1.4967     1.5122     1.5000     1.500
      5     5.4000      5.000   2829.000   3956.000     81.000     72.000     79.000     68.000     65.000     65.000     74.000     52.000     68.000     68.000     48.000     60.000     63.000     46.000     60.000     54.000     59.000     50.000     55.000     66.000     62.000    157.000     62.000     77.000    155.000     82.000     69.000     63.000     42.000     60.000     51.000     49.000     63.000     71.000     59.000     60.000     57.000     94.000    941.000     68.000     59.000    189.000     60.000     53.000     9.4500     0.0000   -60.0000     0.0000   180.0000   -80.0000   -25.0006     0.0000     0.0000    28.0000     6.5000     6.5000    28.0000     0.0000    -0.7500     1.4975     1.5119     1.5000     1.500
      6     5.5000      5.000   2806.000   3453.000     84.000     75.000     68.000     70.000     60.000     57.000     65.000     57.000     64.000     69.000     44.000     53.000     63.000     36.000     50.000     45.000     52.000     46.000     65.000     51.000     64.000    172.000     64.000     88.000    134.000    129.000     59.000     50.000     52.000     52.000     50.000     47.000     47.000     49.000     41.000     47.000     62.000     91.000    605.000     68.000     53.000    154.000     49.000     52.000     9.4500     0.0000   -60.0000     0.0000   180.0000   -80.0000   -25.0006     0.0000     0.0000    28.0000     6.5000     6.5000    28.0000     0.0000    -0.7500     1.4970     1.5121     1.5000     1.500
      7     5.6000      5.000   2835.000   3236.000     66.000     63.000     92.000     62.000     57.000     45.000     65.000     51.000     45.000     61.000     49.000     49.000     54.000     47.000     37.000     48.000     61.000     48.000     51.000     53.000     65.000    189.000     60.000     64.000    126.000    191.000     34.000     40.000     48.000     64.000     56.000     50.000     45.000     49.000     55.000     51.000     76.000    111.000    409.000     64.000     64.000    127.000     54.000     40.000     9.4500     0.0000   -60.0000     0.0000   180.0000   -80.0000   -25.0006     0.0000     0.0000    28.0000     6.5000     6.5000    28.0000     0.0000    -0.7500     1.4970     1.5123     1.5000     1.500
      8     5.7000      5.000   2845.000   3200.000     60.000     73.000     72.000     65.000     64.000     51.000     66.000     54.000     65.000     54.000     48.000     60.000     69.000     50.000     55.000     57.000     44.000     45.000     58.000     50.000     61.000    156.000     68.000     77.000     94.000    266.000     73.000     59.000     38.000     52.000     55.000     44.000     47.000     56.000     54.000     59.000     79.000    122.000    274.000     46.000     65.000     97.000     54.000     44.000     9.4500     0.0000   -60.0000     0.0000   180.0000   -80.0000   -25.0006     0.0000     0.0000    28.0000     6.5000     6.5000    28.0000     0.0000    -0.7500     1.4971     1.5125     1.5000     1.500
      9     5.8000      5.000   2881.000   3235.000     83.000     54.000     67.000     72.000     72.000     60.000     65.000     43.000     70.000     69.000     57.000     58.000     64.000     62.000     49.000     51.000     57.000     52.000     59.000     65.000     50.000    107.000     60.000     98.000     90.000    316.000     51.000     46.000     60.000     52.000     40.000     62.000     59.000     54.000     63.000     47.000     67.000    126.000    230.000     59.000     75.000     76.000     63.000     55.000     9.4500     0.0000   -60.0000     0.0000   180.0000   -80.0000   -25.0006     0.0000     0.0000    28.0000     6.5000     6.5000    28.0000     0.0000    -0.7500     1.4971     1.5127     1.5000     1.500
     10     5.9000      5.000   2894.000   3054.000     74.000     87.000     79.000     58.000     68.000     71.000     57.000     54.000     73.000     78.000     58.000     57.000     52.000     35.000     30.000     43.000     53.000     44.000     63.000     47.000     50.000     75.000     46.000     92.000     96.000    300.000     70.000     46.000     57.000     59.000     50.000     63.000     41.000     72.000     54.000     59.000     74.000    113.000    158.000     49.000     68.000     72.000     53.000     56.000     9.4500     0.0000   -60.0000     0.0000   180.0000   -80.0000   -25.0006     0.0000     0.0000    28.0000     6.5000     6.5000    28.0000     0.0000    -0.7500     1.4972     1.5123     1.5000     1.500
# Sum of Counts = 171670
# Center of Mass = 7.993466+/-0.027614
# Full Width Half-Maximum = 3.526481+/-0.010040
# 9:20:56 AM  8/6/2018   scan completed.
